호선,역명,위도,경도,운행구간,설치위치
6,화랑대,37.619878,127.084152,B1-B2,내부
6,효창공원앞,37.539258,126.961361,B1-B3,내부
7,가산디지털단지,37.480542,126.881676,1F-B1,6번 출구
7,가산디지털단지,37.48048,126.883073,B1-B4,내부
7,강남구청,37.517398,127.041884,1F-B2,4번 출구
7,강남구청,37.517184,127.041276,B2-B3,내부
7,건대입구,37.540514,127.07112,1F-B2,"3, 4번 출구 사이"
7,건대입구,37.54078,127.071039,B2-B3,내부
7,고속터미널,37.503701,127.0055,B2-B3,내부
7,공릉,37.625304,127.073266,1F-B1,2번 출구
7,공릉,37.625555,127.072987,B1-B4,내부
7,광명사거리,37.479178,126.854738,1F-B2,2번 출구
7,광명사거리,37.479276,126.854785,B2-B3,내부
7,굴포천,37.506758,126.730886,1F-B1,3번 출구
7,굴포천,37.507226,126.730575,1F-B1,5번 출구
7,굴포천,37.50696,126.731339,B1-B2,내부
7,까치울,37.506761,126.811294,1F-B1,4번 출구
7,까치울,37.506227,126.81086,B1-B2,내부
7,남성,37.484713,126.971283,1F-B2,3번 출구
7,남성,37.484607,126.97126,B2-B3,내부
7,내방,37.487155,126.993804,1F-B1,3번 출구
7,내방,37.487647,126.993632,B1-B3,내부
7,노원,37.654892,127.060439,B1-B3,내부
7,논현,37.511686,127.021328,1F-B2,7번 출구
7,논현,37.511091,127.021349,B2-B3,내부
7,대림,37.493514,126.897678,1F-B1,10번 출구
7,대림,37.492264,126.895837,B1-B2,내부
7,도봉산,37.689162,127.046737,2F-1F,2번 출구
7,뚝섬유원지,37.532098,127.067156,2F-1F,1번 출구
7,마들,37.664357,127.058016,1F-B1,4번 출구
7,마들,37.664894,127.057719,B1-B3,내부
7,먹골,37.611116,127.077848,1F-B2,2번 출구
7,먹골,37.610643,127.077719,B2-B3,내부
7,면목,37.588663,127.087291,1F-B1,3번 출구
7,면목,37.588596,127.087522,B1-B4,내부
7,반포,37.508598,127.011551,1F-B2,6번 출구
7,반포,37.508145,127.011671,B2-B3,내부
7,반포,37.508145,127.011671,B2-B3,내부
7,보라매,37.500236,126.920225,1F-B1,6번 출구
7,보라매,37.499884,126.920291,B1-B2,내부
7,부천시청,37.504285,126.764626,1F-B1,1번 출구
7,부천시청,37.504871,126.763465,1F-B1,4번 출구
7,부천시청,37.504598,126.764023,B1-B2,내부
7,부천종합운동장,37.504523,126.79755,1F-B1,2번 출구
7,부천종합운동장,37.505701,126.797006,1F-B1,4번 출구
7,부천종합운동장,37.505452,126.797347,B1-B2,내부
7,부평구청,37.507534,126.721274,1F-B1,3번 출구
7,부평구청,37.507262,126.721266,1F-B1,5번 출구
7,부평구청,37.50743,126.720561,B1-B3,내부
7,사가정,37.580565,127.087958,1F-B1,3번 출구
7,사가정,37.580936,127.088497,B1-B4,내부
7,삼산체육관,37.506208,126.741636,1F-B1,2번 출구
7,삼산체육관,37.506704,126.741135,1F-B1,3번 출구
7,삼산체육관,37.506432,126.742093,B1-B2,내부
7,상도,37.502923,126.948143,1F-B2,5번 출구
7,상도,37.502853,126.947893,B2-B3,내부
7,상동,37.505207,126.753155,1F-B1,2번 출구
7,상동,37.506065,126.752549,1F-B1,5번 출구
7,상동,37.505775,126.753075,B1-B2,내부
7,상봉,37.596311,127.085905,1F-B1,2번 출구
7,상봉,37.596882,127.085286,B1-B3,내부
7,수락산,37.67891,127.055543,1F-B2,1번 출구
7,숭실대입구,37.495625,126.953948,1F-B2,2번 출구
7,숭실대입구,37.496306,126.953603,B2-B6,내부
7,신대방삼거리,37.499517,126.928367,1F-B1,2번 출구
7,신대방삼거리,37.499703,126.928216,B1-B3,내부
7,신중동,37.502624,126.777183,1F-B1,1번 출구
7,신중동,37.502846,126.775689,1F-B1,3번 출구
7,신중동,37.503149,126.777242,1F-B1,7번 출구
7,신중동,37.503021,126.776221,B1-B2,내부
7,신풍,37.500233,126.908473,1F-B1,4번 출구
7,신풍,37.500154,126.909535,1F-B1,5번 출구
7,신풍,37.50008,126.909877,B1-B2,내부
7,어린이대공원,37.54898,127.075434,1F-B1,1번 출구
7,어린이대공원,37.547205,127.074712,1F-B1,2번 출구
7,어린이대공원,37.547774,127.074525,B1-B3,내부
7,온수,37.492097,126.823737,1F-B1,3번 출구
7,온수,37.4921,126.822981,B1-B2,내부
7,용마산,37.574281,127.086873,2F-B1,1번 출구
7,용마산,37.573681,127.086604,2F-B1,3번 출구
7,용마산,37.573648,127.086727,B1-B4,내부
7,이수,37.485403,126.981667,1F-B3,11번 출구
7,이수,37.485372,126.982158,B3-B4,내부
7,장승배기,37.504431,126.939033,1F-B2,2번 출구
7,장승배기,37.504879,126.939112,B2-B3,내부
7,장암,37.700296,127.053541,2F-1F,1번 출구
7,중계,37.645219,127.063487,1F-B2,5번 출구
7,중계,37.644682,127.064266,B2-B3,내부
7,중곡,37.566094,127.084707,1F-B2,1번 출구
7,중곡,37.565854,127.08427,B2-B3,내부
7,중화,37.601728,127.079267,1F-B1,3번 출구
7,중화,37.602555,127.079267,B1-B3,내부
7,천왕,37.487072,126.838714,1F-B1,2번 출구
7,천왕,37.486723,126.838716,B1-B2,내부
7,철산,37.476074,126.868596,1F-B1,1번 출구
7,철산,37.476125,126.868132,B1-B2,내부
7,청담,37.519152,127.051492,1F-B3,10번 출구
7,청담,37.518898,127.051608,1F-B3,5번 출구
7,춘의,37.503014,126.786848,1F-B1,3번 출구
7,춘의,37.504233,126.7871,1F-B1,7번 출구
7,춘의,37.503654,126.786992,B1-B2,내부
7,태릉입구,37.617625,127.075614,B1-B4,내부
7,하계,37.637469,127.06768,1F-B1,1번 출구
7,하계,37.636366,127.067996,B1-B3,내부
7,학동,37.513653,127.031053,1F-B2,3번 출구
7,학동,37.514276,127.03182,B2-B3,내부
8,가락시장,37.492491,127.117981,1F-B1,1번 출구
8,가락시장,37.492879,127.119184,1F-B2,4번 출구
8,가락시장,37.492531,127.118702,B1-B3,내부
8,강동구청,37.530426,127.120322,1F-B2,4번 출구
8,강동구청,37.530294,127.120443,B2-B3,내부
8,남한산성입구,37.45155,127.159836,B2-B3,내부
8,단대오거리,37.44447,127.156515,1F-B1,3번 출구
8,단대오거리,37.44505,127.156759,B1-B3,내부
8,모란,37.43408,127.129626,1F-B1,11번 출구
8,모란,37.433658,127.12888,B1-B3,내부
8,몽촌토성,37.517572,127.112209,1F-B1,4번 출구
8,몽촌토성,37.517644,127.112736,B1-B3,내부
8,문정,37.48646,127.122464,1F-B1,"1, 2번 출구 사이"
8,문정,37.485862,127.1225,B1-B2,내부
8,복정,37.470387,127.126681,B1-B3,내부
8,산성,37.45558,127.149735,1F-B1,3번 출구
8,산성,37.456873,127.149914,B1-B3,내부
8,석촌,37.505654,127.1071,1F-B1,1번 출구
8,석촌,37.505396,127.106995,B1-B2,내부
8,송파,37.499376,127.112823,1F-B1,2번 출구
8,송파,37.499731,127.112157,B1-B2,내부
8,수진,37.437559,127.140956,B1-B2,내부
8,신흥,37.440551,127.147457,1F-B1,2번 출구
8,신흥,37.44094,127.14763,B1-B2,내부
8,암사,37.550401,127.127514,1F-B1,4번 출구
8,암사,37.550168,127.127547,B1-B2,내부
8,잠실,37.514653,127.10496,1F-B1,10번 출구
8,잠실,37.513598,127.101345,B1-B3,내부
8,장지,37.478795,127.126375,1F-B1,1번 출구
8,장지,37.478271,127.126129,1F-B1,3번 출구
8,장지,37.478577,127.126247,B1-B2,내부
8,천호,37.538602,127.123422,B1-B2,내부
9,고속터미널,37.505933,127.003722,1F-B2,8-1번 출구
9,김포공항,37.561504,126.802208,1F-B1,4번 출구
9,동작,37.50332,126.976937,1F-B1,5번 출구
9,동작,37.503013,126.976276,1F-B1,7번 출구
9,여의도,37.522511,126.923729,1F-B1,3번 출구
9,종합운동장,37.511014,127.077634,1F-B1,9번 출구
